text,sentiment
"great extension for web development. easily allows you to define and add you own custom user agents to the pre-defined list. 

i wish it would work per-window, however. unfortunately, switching your user agent in a single tab or window globally changes your user agents, which generally breaks all of my other open browser windows.
",0
"works great for exchange webmail from linux.

i used the below user agent:

mozilla/5.0 (windows nt 6.2; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/32.0.1667.0 safari/537.36
",1
"very good one. helped me a lot.
",1
"it works, if for example you choose ie9, if it's working a little ie9 icon will appear under the little mask. 

if it doesn't it's not working, in which case simply remove it from chrome then re-add it.

regards,
mike
",1
"use this all the time. tried many alternatives, and this one won me over on the first use. continues to improve, also. thanks glenn!
",1
"in addition to asking for permission to ""display notifications"" and ""change your privacy-related settings"", it's also asking for permission to ""read and change all your data on the websites you visit"". that sounds pretty extreme. what's it need that permission for? i've left scriptsafe disabled for now.
",0
"used to love it.

alas, as many others have written, it has taken a turn for the worse since the rename.
",0
"was fine now so useless i have disabled it hoping it gets better soon
",0
"finally gave me a reason to switch from ffx
",1
"i've been using it for a long time now to block ads and other unwanted content. it's not perfect, but it's great. there are moments where it seems to have like a hundred things to block or unblock, but it's tolerable.

right now, however, i am experiencing a popup on my homepage ""chrome://apps/"" where it detects that i have things synched to google and asks for permission to do so every time i launch chrome even though i have it set not to provide that popup.
",1
"awesome add-on, and superior to noscript.  the people complaining that its 'too complicated' to allow trusted sites are simply inexperienced computer users.  if you have even a rudimentary understanding of html and website file structures scriptsafe is the add-on you want.  you can specifically enable only the scripts you want to run on the site.  as i said if you know what you are doing this is superior to noscript because you can make sure that only the script for the site and the comments section works, for example.  absolutely no chance of malicious scripts running with this on your chrome.
",1
"wonderful extension.  hwever i wish there was a way to allow all tld's (top level domains) but block all else, just like in noscript for firefox.
",1
"it could be a brilliant ***** app but ...

works most of the time but there are some critical sites that don't work for me.

need to implement a diagnostic/reporting feedback process for sites that are broken to improve this extension.
",1
"its like a condom to have safe sex with piratebay
",1
"i'm using this with google's chrome dev channel build and it works quite well.

i've been a firefox user for years and had been going back to firefox because of the noscript add-on. if you're familiar with noscript on firefox you'll quickly find this useful and about as intuitive as noscript.

one thing i really like about firefox's latest nightly build is that, by default when connecting to a site via https, firefox will block all insecure elements.

adblock plus is available for chrome and now i have a noscript equivalent. for the first time in many tech years i've set a different browser to be my default.
",1
"adding an option to enable/disable on whitelisted website will improve using this plugin.
",1
"great extension! question, with this extension i've been able to see how many ""pieces"" of js a site tries to run, and in facebook's case it can range from 30 to 40, why on earth would a site need to be so darn heavy on js? thanks.
",1
"terribly annoying to use. i prefer noscript for firefox. much more intuitive and user friendly. this extension is very annoying and gui is terrible. the biggest issue with it is on facebook and making comments or posts. i suggest future versions use facebook as a sample test. otherwise, i will be using firefox when i go to facebook. aside from this, scriptsafe does speed up your browsing considerably.
",0
"performed a system restore, and couldn't sync my data any further. keep getting this error: ""failed to open database: corruption: 1 missing files; e.g.: .../000152.sst

thinking it was a bug, i uninstalled and reinstalled. tried to perform a sync, but got the same error message. i am unable to sync from or to the google account.
",0
"this is a must on some websites. however it is extremely annoying to have to turn it off all the time for normal use.  if you dont turn it off it has like 100 blocked items on imdb for example. it's terrible in that respect
",0
"would be great to have the ability to whitelist all your bookmarks, as an option.
",1
"this is the best of the noscript substitutes for chrome but…

• no hotkey
• no single-click toggling with the icon
• i have to escape out of the dialog to refresh the  page. i see no reason why it doesn't refresh immediately.

the whole process of using this extension is annoying, tedious, and slow. click icon. select option using trackpad--no keyboard access!  click in blank area or hit <esc> to refresh.  usually this has to be repeated at least once since new sites to enable pop up.

i temporarily allow js for most sites, and i usually have to enable js at least once again on most sites, so all of the above just make using this a slow, annoying, tedious, multi-click process.

needs work…
",0
"after opening chrome on a new computer and signing in, scriptsafe on the new computer deleted all my cloud-saved settings.

what the hell is the point of saving to the cloud if it just resets everything.
",0
"you're app is just amazing

cheers and keep up the great work !
",1
"menu doesn't work so you have to keep pressing it over and over if you want to enable stuff.

also the option to temporarily allow a script doesn't seem like it works.

am uninstalling and will try other extensions instead.
",0
"cool idea. one of those extensions that works with little effort on the users part. pairs well with adblock etc
",1
"what are some examples of locally hosted cdn? thank you for the amazing extension.
",1
"it causes high cpu usage when playing videos (eg.on youtube) on ubuntu 18.04 probably because it disables hardware acceleration. i don't know the cause but what i do know, this extension made my computer a toaster.
",0
"not working anymore? says like extension may be corrupted, same thing if i uninstall it and reinstall it [fyi - i am using brave browser, not good with the terminology here, but i believe it's a fork of chrome - it runs on chromium i would assume - it uses the chrome extension webstore [have a similar issue using saaspass which is annoying] any help or maybe it needs a patch? appreciate you & the extension, will check back to see if there are any updates or if you have any idea what's going on [don't know if its just me or everyone across the board] have a great week & happy holidays!
",0
"warning: this extension failed to modify the request header ""referer"" of a network request because the modification conflicted with another extension (umatrix). i use referrer spoofing setting in that other extension this is the warning message i would like to be able to ignore or hide from chrome thanks and sorry for not properly post about it the frist time
",0
"that test page mentions it ""please make sure that decentraleyes is installed and enabled. download it for firefox, or chromium-based browsers (e.g. chromium, chrome)."" and the official site does also. guessing they just didn't have the site updated at first
",0
"when do you expect to get the chrome extension to catch up with the ff add on?
",0
"with a 150% scaling to a fullhd and chrome's 100% zoom, the options window bounces.
",0
"""rozszerzenie nie przekierowało żądania sieciowego do chrome-extension://ldpochfccmkkmhdbclfhpagapcfdljkj/resources/jquery/1.4.2/jquery.min.js.dec, bo inne rozszerzenie (https everywhere) przekierowało je do https://ajax.googleapis.com/ajax/libs/jquery/1.4.2/jquery.min.js.""
",0
"this is the precise type of question i am attempting to answer for myself when i come to reviews tab.  asking people to submit the questions elsewhere leaves an impression that you may be trying to ""duck the competition"" so to speak.

i can kind of understand a desire to not add an additional place to ""have to worry about checking for questions"".  in my opinion, in this case it may be a mistake.
",0
"well, i see. many chinese sites use these cdn, especially bootcss, which is supported by upyun.
",1
"yes, probably. i also contacted decentraleyes via email, and they responded that this is indeed official extension, and that they updated the site.
",1
"evidently, this is very similar to another well-known extension called ""web boost."" are there any major differences? would there be any significant reasons to use one over another?
",0
"you can use chrome extensions on edge. just go to chrome web store from edge and install as usual.
",1
"seems to work overall, but breaks chrome gogglestore right here by sticking on redirect to googleads.g.doubleclick.net/ads/preferences/cu/optout?continue=ahr0chm6ly9jb25zzw50lmdvb2dszs5jb20vywq_y29udgludwu9ahr0chm6ly9jahjvbwuuz29vz2xllmnvbs93zwjzdg9yzs9kzxrhawwvbnblawnwzgjrywttzwhhagplzw9ozmrobmxwzgtsawemz2w9tfumagw9zw4tvvmmed05jnbjpwn3cyzzcmm9mq%3d%3d&region=lu&xtoken=adw3f8jpv_cjrumfzyan1_sx0_zkxqgwrw:1647283228414&ac_tld=com

opening a link again in new tab works.
",1
"with a 150% scaling to a fullhd and chrome's 100% zoom, the options window bounces.
",0
"when do you expect to get the chrome extension to catch up with the ff add on?
",0
"use chrome storage to sync settings between pcs it'd be awesome! https://developer.chrome.com/extensions/storage thanks for a good extension!
",1
"i just wanna know does it support braves bulit-in adblocker
",1
"great extension, no arguments about effectiveness of the functionality, one thing that would be good, and i admit, only 'would be' it's not a game-changer or anything, but the 'extension options' in chrome, gives a very small popup box, and the list of sites that have been allowed previously, is therefore quite ungainly to work with. i know that most times, just working with the toggle on/off from the button is fine, but i have noticed on very rare occasions, a site might not get removed from the list, so a more visible listing would be nice. as i said, it's not a game-changer or a deal breaker, just an ""i wish."" thanks for all your hard work.
",1
"i have been a user of adguard for quite a long time and have also bought lifetime license for most of my devices (pc & android). i do see a lot of difference with and without adguard usage and definitely its a positive one with adguard usage. i am not sure how much of user privacy is anonymous through adguard but it definitely works a charm on the browsers am using. the good part of adguard android app is that it also blocks ads on most of the other apps (youtube is an exception).
",1
"i adore this extension and highly recommend it to anyone who is sick of annoying ads.
",1
"i take this back it works idk why it said what it did tho
",1
"it simply did what it is suppose to do.

for me i've no trouble with it.

side note i do use it with adblock and adblockplus

-norris
",1
"doesn't block new tabs from popping up that are ads :/
",0
"i have tried quite a few ad blockers in the past but this one is by far the best one you can get. 
i have never had any hassles with it nor has it been annoying to have unlike other ad blockers.
i'm quite surprised that it's even free to use, 
by the amount of options, filters and protections it offers.
p.s using google chrome.
",1
"blocked all my ads once i downloaded the the adguard for windows
",1
"does what it says on the tin.
",1
"good for blocking popup ads from extratorrent.cc
",1
"very effective!
a powerful adblocker, their adblock list is so good!!
♥
",1
"the only reason for the low stars is it can't catch malvertising. i can't find what extension was unintentionally added and thought adguard would stop it, but it can't unfortunately.

other than that it does its job.
",0
"great adblocker, deleted all of the asian dating ads xd -_-
",1
"the best adblocker since sliced bread. nothing but the best...

only wished i had used it before.

works a treat...!!!

well worth installing guys...!!!

thanks a lot...
",1
"good but please give me a full version with one year license key free
",1
"its better & lightweight & also its memory consumption is less than either of adblock or adblock plus.
",1
"very very useful warns you of bad sites as well as blocking all kinds of ads from popups to banners
",1
"did a wonderful job! love it!
",1
"i love it so much :) itz a amazing software, i never got like this.. just amazing..... guyz rate it in 5 star.. and enjoy the software.....
",1
"dictionary.com brought this to my attention: it's not right to deny webmasters their right to money. they built a website and provide us with free services, and all we do is block their income. is that right?
",0
"this is great over 200k ads blocked i luv it
",1
"i use it in my all devices. i loved the first time i used then i am just a loyal user and fan of this.thanks developers.
",1
"still have loads of ads popping up with windows 10 even when using the chrome browser
",0
"great user interface, powerful ad blocking capability, totally free, what can you expect more from an ad blocking extension, this extension rocks.
",1
"i have used adguard for a few years now.  it is the only ad-blocking extension that i add to my browsers right now.
",1
"it blocks both pop ups and ads and is better than adblock
",1
"sucks!! adfs still get through and they have the balls to charge for it?? lmao
",0
"nice ext for adblocker, it's works well with anti-adblock
",1
"i am using it since 2016 and this is truly the best adblocker with lots of features.
",1
"best free adblocker ever. better than even some paid adblockers!
",1
"love this app, eventhough most of the sites i visit do every thing they can to try to get me to turn it off!!  i have always had great results with this service.  thank you!
",1
"ive been using since 2018and ongoing and i keep recommending it to friends cause its not only the best adblocker ive gotten, but also free. so yeah 10/10
",1
"i don't enjoy ads when i'm surfing the web.
been more than happy with adguard adblocker.
",1
"you'll use this adguard adblocker for your computer.
",1
"love it!  blocks ads beautifully.  works great with hulu and cbs.
",1
"yeah okay so basically i'm monkey. this app i really good would recommend and there are many reviews saying that this extension doesn't block many ads but from personal experience it has blocked all even those annoying double ads on youtube. yeah the app is peng innit.
",1
"most importantly gets rid of annoying ad's on right hand side of yahoo mail.
",1
"one of the best adblocker :)
",1
"i love this and its security features and personally i get paranoid with securtiy and pretty much everything in general so i really wanna know if adguard is a secure and safe extension that wont give me a virus or is infected with viruses in it please reply the answer
",0
"(best adblocker) blocks youtube ads and all annoying ads!! amazing!!!
",1
"this extension is excellent. very very good at blocking adds.
",1
"not super user friendly but does have all the features you would expect.
",0
"i've used this for over a year now, but i have to delete it briefly so i can safe storage space on my chromebook, but incredible, takes a little while to block ads after a restart, but whatever.
",0
"i have never seen an app blocking ads like this app !
it is sooo amazing. and it definitely does the job !
",1
"recommend! great ad blocker, very effective.
",1
"does what it is meant to do
",1
"blocks annoying ads w/o intrusive pop ups
",1
"this is such a great extension for all search engines, highly recommended!
",1
"great extension but i just have one issue: i use the ""user filter"" feature. every time i cut/paste from vscode text editor to the ace_text-input textarea box, it adds a space after each line. it saves just fine without spaces, but when i come back later, all the spaces have been added.
",0
"a must have extension for chrome
",1
"it has reduced the # of ads i am receiving and for that i am grateful.
",1
"works well.  blocks ads.  does not slow down my computer.  recommend to anyone.
",1
"works quite well been using this for a couple years now only i wish that the filters actually updated automatically
",0
"before it was  blocking ads on facebbok good but now they were paid a huge load of money and ads are everywhere
",0
"all time best adblocker (adguard adblocker)
",1
"good blocker it does everything and its easy to manage, easy to use and you don't have to worry about a site tracking you scamming you or taking your information behind you back :ddd
",1
"that is good for pop under and it is remove any kind of ads
",1
"i trust adguard.  one of the few reliable ad blockers out there. a great extension.
",1
"ad blocker is awesome, it's the best blocker i have used so far.
",1
"amazing, better then ad block! the memory usage is low too!
",1
"i haven't had a single notification or message from this extension, and i've had it for about a year now.
",1
"the only ad blocker i've found to block ads on bing, nice one!
",1
"very good extension. blocks all ads and helps me surf websites ad free. cheers!
",1
"that's really good extension for block ads.best.
",1
"at first (year ago) was good, and now it makes many websites stop working, closing popups who is not ads and so on.
",0
"adblocker stops working after 2 weeks      and does not  block even youtube ads    but this is amazing works like charm
",1
"wish i knew you since high school.
",1
"very cool. best adblocker in the world.
",1
"absolutely the best! no other ad-blocking software or extension comes close to the ease of use and efficiency of using adguard. adguard stops nearly everything in its tracks. browsing the internet is a joy again.
",1
"it simply did what it is suppose to do.

for me i've no trouble with it.

side note i do use it with adblock and adblockplus

-norris
",1
"doesn't block ads from youtube using chrome anymore but no problem with firefox.
in one site i use the most is blocking the videoplayer with firefox and chrome and i have to disable adguard to turn off ads while using firefox in the same website but not with chrome.
",1
"great!... been using this application for years!!..best one out there!!
",1
"like it, but i think it is the source of my chromebox crashing every now ant then. but, the ads are much more irritating.
",0
"thank you for the amazing ad blocked i have never found an ad block as useful ever.
",1
"works exactly as intended, with many privacy options.
",1
"i really love it. good job!
",1
"it blocks everything!
using another ad-blocker and waiting for the fix.
",0
"it's youtube man, he probably watching youtube
",1
"awesome ad blocker . viewers if you download this extention then you will be rescued from almost 100% of the ads
",1
"dude you can just click the logo, click block ads on this website. it will say 'click on ad manually' you click on it the it will give you the allowance to block it if it does not detect the ad itself you're a dumb piece of ****
",0
"this was perfect ad blocker but some games say like turn off  the ad blocker if there is away to stop this please help me
",0
"i want to delete it now help me now
",0
"yes you are correct. that's the only reason i hate this extension. sometime i forgot to disable it completely and it causes serious issues.
",0
"i've been using this extension for a long time. but nowadays it also blocks youtube video. need help...
",0
"uses more ram and cpu than ublock but it's still way better than abp and has a cleaner ui. the extra layer of privacy and malware blocking is a nice touch.
",1
"cool and this works better than others! <3 thanks so much..
",1
"it works like charm it's the best ad blocker in the market yet
",1
"awesome until your web page recognizes it =(
",0
"just opened the chromebook and like the issue of blocking ads.
",1
"i love this app

use in conjunction with adblock plus, ghostery, keyboard privacy and nothing gets through.

go into the advanced filter settings and enable the feature to suppress anti-adblock notifications. some sites detect users using these applications, the setting stops their detection.

*********
if you like a site, and rely on it for news /sports /information of any kind, support the page and whitelist it :)
",1
"its a great software and one of the best  free software using to stop annoying ads
",1
"finally an adblocker that actually blocks the more recent, innovative types of ads! i tried several others before this one and all failed to block some very dangerous and/or disgusting stuff. thanks, adguard!
",1
"recent update seems to block gumtree ads from showing
",1
"it blocks everything! including important popups regarding registration forms, downloads, etc., so you need to keep that in mind and just remember to turn it off for those sites. i love it!
",1
"an extension is not an ad blocker if it pops up its own ads over everything.
",0
"never surf the web without it.
",1
"honestly adguard adblocker is the best adblocker out here i don't know why or if this is the best one yet just because it doesnt have that many view's and it is not popular as adblockplus,adblock doesnt mean its bad.
",1
"great all the popups are filtered out...!
thanks adguard..!
",1
"selecting elements to block option is not functional
",0
"i've been using this extension for firefox since years, and now i discovered that the sicilian giorgio maone is also here on chrome! rocking! this is an indispensable extension, a must have tool, for your privacy, security, and blocking invasive ads.
",1
"broken. does not work. says ""your file was not found. it may have been deleted"" when icon is clicked. stops webpages loading, and there is no menu to fix it.
",0
"its a little confusing to use. frankly it would be nice if it could highlight known ad and spam engines so i don't accidentally check them off. 

there is no way to contact them other than to figure out their confusing forum. 

when i click it and i get the trust this or that window, a second window always pops up and i have to close it manually. its a bug, but no way to report it. 

i like having the ability to block things, but without knowing what i'm blocking, what those links are, what might be safe or not, its often hard to use.
",0
"yeah having same problem, worked fine up untill a about an hour ago...most webpages wont load so i had to disable the extension in order to use things like youtube or gmail
",0
"hate the new interface. sure a bunch of icons look pretty, but the old dropdown list was much more functional. i can't even figure out how to use this thing. i mean what's with a clock icon (or two) that has nothing to do with it. the old list type with buttons was much better. think i'll see if i can install that instead.
",0
"broken. does not work. says ""your file was not found. it may have been deleted"" when icon is clicked. stops webpages loading, and there is no menu to fix it.
",0
"note that this was updated (2021) to version 11x. still the new confusing and eyecandy interface, instead of the better (version 5x and below) text-based interface, but works with the latest browsers with fewer problems than version 10 (originally for firefox 57.) had to come back to it, because another extension for the same purpose had not been updated in 4 years, and would not work properly with the latest browsers (vivaldi 5.0 or chromium based 96 or firefox 89 (i have installed) or firefox 91 stable and above) whereas noscript does.
",0
"great! but why it is offered by hackademix, not giorgio maone (the developer of noscript security suite on firefox)?
",1
"it's great at blocking scripts and other privacy invasive elements, and does it's job well. that being said, the new window popout every time you click to change what you allow and disallow is incredibly annoying. there's no reason to have a popout like that every time, as most sites don't require that to change extension settings. a simple time delay on the new window popout would rectify this issue entirely.
",1
"i've been using this extension for firefox since years, and now i discovered that the sicilian giorgio maone is also here on chrome! rocking! this is an indispensable extension, a must have tool, for your privacy, security, and blocking invasive ads.
",1
"if you were only allowed to add one extension to you browser. noscript would be the smartest choice.      knowledge is half the battle and controlling is the rest. you decide what a web page loads period. 
to the one that gave us this tool. finally i can have the same kind of protection my ""vintage"" firefox does.   
thanx 
""common sense"" is required to understand next sentence: never give them the satisfaction
",1
"great add-on! if it's recommended by privacytools.io and even implemented into the tor browser, it's good on my book. if you haven't checked them out, they have other solid privacy recommendations.
",1
"this. can't even login to some places because some elements are blocked. i had to turn off noscript just to login to make this comment as it wasn't letting me. it's blocking youtube, google, and a heap of other websites as of now for me.
",0
"thanks for creating a great extension. i never consius on my life on this part of web that js is killing the web it self, and thanks to this extension, i can reduce the cpu usage of my laptop on the go and also protect my identity only to some people that i trust, even it's not all, still disallow js is a great idea. thanks!
",1
"i love this extention in firefox. however, it does not work at all on many pages unless i reload the page several times. needs to be refined before i'll use it.
",0
"quick notice: this extension is hard to use looks very sus. i'd rather not continue using it because it could be selling data.
",0
"i have been using noscript on firefox for many years, with great satisfaction. unfortunately, it's not working on my chromium browsers. i have both chrome & slimjet. it might be this current extension version, i'm not sure. i have added the safescript extension, & so far it is working. it's not quite the same as noscript; but decent.  i can't even import my firefox settings, or set anything. the settings page is basically blank, & the little that is on there doesn't work. hopefully an update will fix the issues.
",0
"if it works on firefox, then it works hear. thank yooooooooooooooooooou, noscript. i agree with you man
",0
"outstanding!!

kudos — and heartfelt thanks — to giorgio maone for his work and perseverance.
",1
"i mainly added it to disable cnn's autoplay videos, because they eliminated the option to pause or mute (""yes, winston, we have that privilege""). but even after i green-lighted academia.edu it wouldn't load properly or let me download documents. so i'm removing it.
",0
"makes the browsers almost unusable
",0
"does the job
",1
"awesome
",1
"good
",1
"imagine having ads, i cant
",1
"@scarlet https://github.com/gorhill/ublock/releases
",1
"nice have to improve lot
",1
"works great =)
",1
"all good in the hood
",1
"thank you!
",1
"very helpful extension
",1
"goog job
",1
"i'm still getting pop ups
",0
"does not do anything!
",0
"did not hide all addas
",0
"worst
",0
"it doesnt work for me
",0
"great!
",1
"best of every thing
",1
"gr8
",1
"from voz with hatred
",0
"allowing google ads
",0
"very good
",1
"false positive.
",0
"great.
",1
"not working on twitch.
",0
"for me too suddenly
",0
"are you high
",0
"just the best adblocker
",1
"https://github.com/gorhill/ublock/issues/1461
",0
"same
",1
"it breaks some sites
",0
"same :(((((
",0
"it just works wow
",1
"see: https://github.com/gorhill/ublock/wiki/how-to-whitelist-a-web-site#a-youtube-channel
",1
"i love this app
",1
"this is great!!
",1
"great :)
",1
"excellent..!!
",1
"love it
",1
"how do i un install?
",0
"efficient ad.very much help.
",1
"are you running 8.0.6.2?
",0
"love it!! works perfect
",1
"i love it.
",1
"i like it!
",1
"network error.
",0
"cool
",1
"working as intended
",1
"works good, so far :)
",1
"thanks! happy browsing!
",1
"marvelous!
",1
"tooooop
",1
"work good.
",1
"need to improve more
",0
"good
",1
"so far so good
",1
"awesome
",1
"good work
happy zippy
",1
"very good one! thx.
",1
"good for secure browsing
",1
"thanks
",1
"cool
",1
"it doesn't work
",0
"a must have extension
",1
"fast
",1
"good!
",1
"very good for privacy
",1
"very good!
",1
"like itt
",1
"super
",1
"so far, so good.
",1
"it doesn't work at all
",0
"great functionality and amazing extension
",1
"better than other extensions
",1
"blocks captcha
",1
"i love this app.

thank you""
",1
"👍👍
",1
"liked it
",1
"it's working fine.thank you!
",1
"ok
",1
"it works!
",1
"great stuff!
",1
"is not working !!!
",0
"how did you uninsall it?
",0
"it dont work at all
",0
"option to disable warnings
",0
"love it
",1
"the best
",1
"good
",1
"now jessica can't call me
",1
"i
like
this app
",1
"works great
",1
"its awesome
",1
"its great
",1
"best adblocker extension for windows.
",1
"best adblocker yet.
",1
"like it
",1
"still ad is visable
",0
"incredible...its a must have!
",1
"best adguard
",1
"very helpful
",1
"perfect i love it!
",1
"great for added protection!
",1
"very good
",1
"noscript comes to chrome.
",1
"helpfull!!!!!
",1
